year,sector,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,firmdeath_firms,firmdeath_estabs,firmdeath_emp
2015,54,673797,770641,8638445,8513822,93470,12.223,81641,10.675999999999998,1438178,520594,917584,6.115,16.892,1184877,405471,779406,4.763,13.917,253301,2.975,27.834,56186,56692,214847
2016,54,680320,781080,8778979,8669284,92619,11.938,82130,10.586,1302287,438887,863400,5.063,15.022,1083758,376245,707513,4.34,12.501,218529,2.521,25.002,59086,59676,229383
2017,54,683480,783953,8934704,8830392,86833,11.102,83244,10.643,1306274,374434,931840,4.24,14.793,1095635,440981,654654,4.994,12.408,210639,2.385,24.815,61053,61699,258198
2018,54,686978,786231,9216089,9104331,85594,10.903,83182,10.595999999999998,1307414,381812,925602,4.194,14.36,1083903,417572,666331,4.587,11.905,223511,2.455,23.811,65955,67271,260190
1978,55,18835,35415,2364453,2300369,4520,12.917,3675,10.502,539165,169761,369404,7.38,23.438,409795,122483,287312,5.324,17.814,129370,5.624,35.629,421,457,5431
1979,55,19894,36998,2510793,2442427,4730,13.064,3146,8.689,476592,169274,307318,6.931,19.513,338453,97085,241368,3.975,13.857,138139,5.6560000000000015,27.714,302,308,3637
1980,55,20456,38585,2605442,2557845,4520,12.008,2633,6.995,435392,149790,285602,5.856,17.022000000000002,338448,97239,241209,3.802,13.232,96944,3.79,26.464,363,392,4681
1981,55,21333,41058,2706293,2659617,5013,12.584,2570,6.4510000000000005,442831,158994,283837,5.978,16.65,349624,75055,274569,2.822,13.146,93207,3.505,26.291,351,362,4226
1982,55,22083,42667,2766875,2737171,4852,11.604,3145,7.521,538382,200797,337585,7.336,19.669,475376,119371,356005,4.3610000000000015,17.367,63006,2.302,34.735,468,481,5595
1983,55,22650,42538,2715940,2730201,4428,10.494000000000002,3740,8.863999999999997,451618,145615,306003,5.332999999999998,16.542,480030,105748,374282,3.873,17.582,-28412,-1.041,33.083,298,314,4041
1984,55,23391,43595,2822048,2761986,4524,10.607,2636,6.18,480803,150285,330518,5.441,17.408,360750,76630,284120,2.774,13.061,120053,4.347,26.123,394,408,5006
1985,55,23728,43776,2971387,2888703,4275,9.882,3241,7.492000000000001,550797,158827,391970,5.497999999999998,19.067,387705,116168,271537,4.021,13.421,163092,5.646,26.843000000000004,522,535,6957
1986,55,24059,44163,3025647,2988098,5093,11.762,3369,7.78,550636,187581,363055,6.278,18.428,474331,119648,354683,4.004,15.874,76305,2.5540000000000003,31.748,517,568,6049
1987,55,24020,43747,2976730,2996466,5303,12.262,4305,9.954,551311,177702,373609,5.93,18.399,592082,166141,425941,5.545,19.759,-40771,-1.361,36.797,526,556,9626
1988,55,25464,47163,3036287,3008226,8213,18.155,4361,9.64,647321,219551,427770,7.297999999999999,21.518,591395,175780,415615,5.843,19.659,55926,1.859,39.319,442,492,9432
1989,55,26500,49590,3159336,3093660,6859,14.309,3546,7.398,620752,242372,378380,7.834,20.065,492494,107605,384889,3.478,15.919,128258,4.146,31.839,559,586,9903
1990,55,27566,51802,3233682,3180213,6867,13.69,3581,7.1389999999999985,556198,187683,368515,5.902,17.489,448395,94731,353664,2.979,14.1,107803,3.39,28.199,625,651,8721
1991,55,28441,54328,3204695,3210672,6924,13.139,3664,6.9529999999999985,516271,188134,328137,5.86,16.08,528393,119806,408587,3.731,16.457,-12122,-0.378,32.16,694,718,7638
1992,55,28338,53264,3191270,3191839,4892,9.2,4708,8.854,563373,151543,411830,4.748,17.65,563139,124687,438452,3.906,17.643,234,0.006999999999999999,35.286,442,465,5804
1993,55,28213,51178,3137460,3166005,4540,8.7,6554,12.559,531591,137584,394007,4.346,16.791,590489,164135,426354,5.184,18.651,-58898,-1.86,33.581,860,905,12059
1994,55,28406,51174,3136996,3148617,4871,9.511,4953,9.671,476745,149824,326921,4.758,15.140999999999998,500428,146420,354008,4.65,15.894,-23683,-0.752,30.283,965,1022,13837
1995,55,28556,51726,3207995,3171350,5025,9.771,4433,8.619,528494,175024,353470,5.519,16.665,454966,123514,331452,3.895,14.345999999999998,73528,2.319,28.692,1010,1046,12767
1996,55,28235,51664,3183720,3188999,4851,9.41,4622,8.966000000000003,508205,150407,357798,4.716,15.936,519257,154447,364810,4.843,16.283,-11052,-0.34700000000000003,31.872,1023,1075,16028
1997,55,27804,50221,3177821,3189393,5062,9.941,6458,12.683,594592,171243,423349,5.369,18.643,613219,223181,390038,6.997999999999998,19.227,-18627,-0.584,37.286,1304,1406,24581
1998,55,28047,50203,3244225,3217932,5487,10.884,5910,11.723,617858,180006,437852,5.5939999999999985,19.2,565592,195945,369647,6.089,17.576,52266,1.624,35.153,1126,1198,17317
1999,55,28056,51439,3244237,3251947,6733,13.27,5332,10.509,570685,211006,359679,6.489,17.549,583195,189667,393528,5.832000000000002,17.934,-12510,-0.385,35.098,1282,1353,25691
2000,55,28199,52476,3291882,3275404,6504,12.518,5467,10.522,623843,215907,407936,6.5920000000000005,19.046,596809,186614,410195,5.697,18.221,27034,0.825,36.442,1271,1428,21540
2001,55,28118,52274,3284061,3295647,5658,10.804,5852,11.174,583607,195600,388007,5.935,17.708,607962,186797,421165,5.667999999999998,18.447,-24355,-0.7390000000000001,35.417,1308,1351,24377
2002,55,26438,46899,2791331,2896405,5297,11.052,7353,15.342,500585,171152,329433,5.909,17.283,708864,275546,433318,9.513,24.474,-208279,-7.191,34.566,1570,1725,(S)
2003,55,26441,46477,2789551,2811005,4768,10.196,5342,11.423,483404,142284,341120,5.062,17.197,521708,163162,358546,5.8039999999999985,18.559,-38304,-1.3630000000000002,34.394,1132,1201,16072
2004,55,26101,46470,2756159,2790194,4167,8.972000000000003,4115,8.86,422681,141561,281120,5.074,15.149,487747,161451,326296,5.7860000000000005,17.480999999999998,-65066,-2.332,30.298,1131,1194,20403
2005,55,25778,47475,2807540,2817392,4583,9.762,3529,7.517,415571,138422,277149,4.913,14.75,435852,121321,314531,4.306,15.47,-20281,-0.72,29.5,1062,1103,17215
2006,55,26141,48931,2908676,2892104,5492,11.365,4280,8.857000000000003,488562,153568,334994,5.31,16.893,457452,110543,346909,3.822,15.817,31110,1.0759999999999998,31.635,1089,1122,14602
2007,55,26043,49425,2846634,2823432,5784,11.744000000000002,5439,11.043,564901,171984,392917,6.091,20.008,512951,192575,320376,6.8210000000000015,18.168,51950,1.84,36.335,870,904,10848
2008,55,26358,49885,2894220,2947688,4455,8.904,4751,9.496,463294,132405,330889,4.492,15.717,572397,141844,430553,4.812,19.419,-109103,-3.701,31.434,981,1026,16283
2009,55,26668,49946,2803042,2842381,4278,8.523,4779,9.521,403513,136340,267173,4.797,14.196,482335,129109,353226,4.542,16.969,-78822,-2.773,28.393,986,1116,18080
2010,55,26631,49750,2823941,2828514,4056,8.112,4562,9.123,390771,122493,268278,4.331,13.815,398040,103400,294640,3.656,14.072,-7269,-0.257,27.631,907,976,15777
2011,55,26502,50403,2944738,2894385,4255,8.501,3551,7.095,469248,144554,324694,4.994,16.212,366957,85437,281520,2.952,12.678,102291,3.534,25.356,821,850,12484
2012,55,25903,51099,3030877,3013210,4697,9.21,4500,8.823,471031,107710,363321,3.575,15.632,434359,130014,304345,4.315,14.415,36672,1.217,28.83,817,862,11196
2013,55,25902,51178,3091965,3075173,3674,7.182,3629,7.0939999999999985,450809,112534,338275,3.659,14.66,420743,115974,304769,3.771,13.682,30066,0.978,27.364,636,655,7811
2014,55,26183,52287,3227848,3214127,4264,8.209,3572,6.877000000000002,435875,132602,303273,4.126,13.561,403970,86509,317461,2.692,12.569,31905,0.993,25.137,699,726,11861
2015,55,26491,52607,3323833,3289475,4265,8.135,3908,7.454,488309,145530,342779,4.424,14.845,420383,92113,328270,2.8,12.78,67926,2.065,25.559,697,732,10977
2016,55,26691,53789,3352436,3340554,4807,9.048,3484,6.558,444589,116848,327741,3.498,13.309,422732,93200,329532,2.79,12.655,21857,0.654,25.309,704,737,13627
2017,55,26324,54773,3472342,3402700,5125,9.421,4373,8.039,545239,135994,409245,3.997,16.024,408092,117364,290728,3.449,11.993,137147,4.0310000000000015,23.986,801,832,15339
2018,55,25928,53898,3582558,3527902,2484,4.574,3293,6.064,514190,128611,385579,3.646,14.575,402532,105521,297011,2.991,11.41,111658,3.165,22.82,899,932,15850
1978,56,106356,119314,1943160,1813545,25901,22.671,15764,13.798,635715,232071,403644,12.797,35.054,375965,144904,231061,7.99,20.731,259750,14.323,41.462,11533,11605,75897
1979,56,116008,129665,2191260,2068746,27109,21.842,16008,12.898,635397,222227,413170,10.742,30.714,390906,141397,249509,6.835,18.896,244491,11.818,37.792,11691,11779,74718
1980,56,123103,138076,2296931,2247279,26903,20.118,18202,13.611,559129,207001,352128,9.211,24.88,460705,129558,331147,5.765,20.501,98424,4.38,41.00100000000001,13868,13938,78326
1981,56,131080,147219,2336658,2312193,27488,19.291,18035,12.657,546472,211642,334830,9.153,23.634,497221,139228,357993,6.021,21.504,49251,2.13,43.00899999999999,12828,12953,73390
1982,56,142634,160925,2565526,2522485,29287,18.8,18999,12.196,604996,214726,390270,8.512,23.984,519842,145336,374506,5.7620000000000005,20.608,85154,3.3760000000000003,41.217,14272,14336,83172
1983,56,138703,155766,2401072,2379751,29277,19.448,18829,12.507,569616,193651,375965,8.137,23.936,525669,155616,370053,6.539,22.089,43947,1.847,44.178,14027,14141,94887
1984,56,148495,166335,2759864,2578823,31718,19.872,18273,11.448,756567,219861,536706,8.526,29.338,392869,131381,261488,5.095,15.234000000000002,363698,14.103,30.469,14062,14162,83771
1985,56,156763,175722,3161160,2954060,34251,20.224,21522,12.708,918450,269476,648974,9.122,31.091,503962,173588,330374,5.876,17.06,414488,14.031,34.12,16777,16935,118853
1986,56,163831,184174,3429497,3281046,35252,19.834,22373,12.588,904166,318027,586139,9.693,27.557,608426,187014,421412,5.7,18.544,295740,9.014,37.087,16945,17051,119115
1987,56,173706,195390,3541581,3443479,39102,20.759,25044,13.296,982688,377087,605601,10.951,28.538,785279,271865,513414,7.895,22.805,197409,5.733,45.61,18546,18832,147589
1988,56,185186,209708,3870269,3711542,41225,20.432,25345,12.561,1142663,437181,705482,11.779000000000002,30.787,823091,288388,534703,7.77,22.177,319572,8.61,44.353,19180,19376,161308
1989,56,194312,221486,4220353,4038529,41633,19.471,26301,12.300999999999998,1176941,425002,751939,10.524,29.143,816960,274646,542314,6.801,20.229,359981,8.914,40.458,20115,20359,167847
1990,56,203102,231898,4549343,4384903,41632,18.51,27679,12.306,1211455,423828,787627,9.666,27.628,883051,289853,593198,6.61,20.138,328404,7.489,40.277,21186,21498,177802
1991,56,208170,239356,4511613,4518314,40651,17.36,30270,12.927,1101275,435940,665335,9.648,24.374,1113383,376814,736569,8.34,24.642,-12108,-0.268,48.747,22820,23152,250243
1992,56,208854,241334,4716217,4617883,39421,16.631,30822,13.003,1209354,443305,766049,9.6,26.188,1009226,350230,658996,7.584,21.855,200128,4.334,43.709,22493,22736,209119
1993,56,218487,250649,5100455,4900043,41362,16.939,28440,11.647,1382783,438597,944186,8.951,28.22,979451,348850,630601,7.119,19.989,403332,8.231,39.977,20424,20921,203983
1994,56,227773,261525,5556715,5331342,43366,17.073,28312,11.147,1468147,464861,1003286,8.719,27.538,1018316,351493,666823,6.593,19.101,449831,8.437000000000001,38.201,21445,21815,233300
1995,56,239769,275949,6097579,5835372,46773,17.542,28142,10.555,1602617,581753,1020864,9.969,27.464,1076603,342336,734267,5.867000000000001,18.45,526014,9.014,36.899,21459,21965,224596
1996,56,241111,279832,6287632,6098316,46482,17.075,31252,11.481,1626901,553944,1072957,9.084,26.678,1253822,414109,839713,6.791,20.56,373079,6.1179999999999986,41.12,23175,23583,247138
1997,56,251853,294442,6932641,6676323,50136,17.493,34476,12.029000000000002,1949742,736426,1213316,11.03,29.204,1437752,494601,943151,7.407999999999999,21.535,511990,7.669,43.07,24690,25126,277320
1998,56,257986,305184,7700487,7359836,47660,16.015,32487,10.916,2025623,685574,1340049,9.315,27.523000000000003,1333351,427763,905588,5.812,18.117,692272,9.406,36.233,23208,23733,235933
1999,56,258761,308398,8243686,7972342,43932,14.464,34586,11.387,2161867,705510,1456357,8.849,27.117,1606678,539768,1066910,6.771,20.153,555189,6.964,40.306,24209,24702,281222
2000,56,258399,309795,9009740,8652273,42461,13.861,35525,11.597,2324312,659750,1664562,7.625,26.864,1617603,617703,999900,7.1389999999999985,18.696,706709,8.168,37.391,23770,24241,245710
2001,56,263490,317494,8927966,9014354,43954,14.073,33613,10.762,2042387,669117,1373270,7.422999999999999,22.657,2225032,696077,1528955,7.722,24.683000000000003,-182645,-2.026,45.31399999999999,22549,22999,264635
2002,56,251021,302745,8353310,8638676,44133,14.664,40549,13.474,2047992,714379,1333613,8.27,23.707,2630727,871628,1759099,10.09,30.453000000000007,-582735,-6.746,47.414,24709,25348,397010
2003,56,254031,302855,8248115,8301280,42983,14.187,43203,14.26,1868004,516126,1351878,6.2170000000000005,22.503,1964096,679526,1284570,8.186,23.66,-96092,-1.158,45.005,26230,26668,310926
2004,56,261529,310842,8433060,8380658,45665,14.84,39405,12.806,1851995,538545,1313450,6.426,22.098000000000006,1764715,637126,1127589,7.602,21.057,87280,1.041,42.114,25319,25879,280906
2005,56,267570,317684,8959748,8714009,46400,14.754,40027,12.727,2061249,637668,1423581,7.318,23.654,1566674,553419,1013255,6.351,17.979,494575,5.676,35.958,26011,26400,311025
2006,56,276272,332016,9663602,9325107,54863,16.877,40983,12.607,2281483,738060,1543423,7.915,24.466,1609951,542188,1067763,5.814,17.265,671532,7.2010000000000005,34.529,28685,29014,294813
2007,56,280068,336794,9746571,9720863,48316,14.482,41989,12.585,1966490,597482,1369008,6.146,20.23,1921217,591191,1330026,6.082000000000002,19.764,45273,0.466,39.528,26926,27247,307046
2008,56,278987,337854,9635027,9649647,46230,13.73,43954,13.054,1898515,615048,1283467,6.374,19.674,1941900,614794,1327106,6.371,20.124,-43385,-0.45,39.349,28688,29079,299576
2009,56,274045,332758,8593939,9134310,40760,12.118,47935,14.252,1358316,478054,880262,5.234,14.87,2445138,604238,1840900,6.615,26.769,-1086822,-11.898,29.741,29284,29666,316120
2010,56,270773,328693,8620711,8618471,40207,12.158,44234,13.376,1626425,456684,1169741,5.299,18.871,1624009,510090,1113919,5.919,18.843,2416,0.028,37.687,26592,27150,249832
2011,56,270370,328889,9051389,8835565,41769,12.709,41316,12.571,1867001,403212,1463789,4.564,21.131,1423579,476627,946952,5.394,16.112000000000002,443422,5.019,32.224000000000004,25377,25863,221487
2012,56,275942,333539,9438887,9223660,41490,12.539,36162,10.929,1759039,399543,1359496,4.332,19.071,1327137,439990,887147,4.77,14.388,431902,4.683,28.777,22655,23018,237457
2013,56,275374,338432,9933195,9764228,44350,13.212,38857,11.575,1784556,447540,1337016,4.583,18.276,1447017,458938,988079,4.7,14.82,337539,3.457,29.639,23704,23951,217946
2014,56,276728,342101,10150359,9962692,42610,12.548,37535,11.054,1952233,504216,1448017,5.061,19.595,1586995,564915,1022080,5.67,15.929,365238,3.666,31.859,23158,23461,216947
2015,56,279370,346361,10637218,10422694,43354,12.602,38675,11.242,1795607,453177,1342430,4.348,17.227999999999998,1362280,427536,934744,4.102,13.07,433327,4.158,26.141,23250,23509,228806
2016,56,286659,357739,10933886,10850816,45565,12.93,34878,9.897,1896588,549071,1347517,5.06,17.479,1727238,573462,1153776,5.285,15.918,169350,1.561,31.836,23711,23928,240885
2017,56,288580,356930,11101083,11004958,40013,11.194,41083,11.493,1944235,517295,1426940,4.7010000000000005,17.667,1751653,571895,1179758,5.197,15.917,192582,1.75,31.834,26139,26518,270611
2018,56,292239,357618,11325312,11173135,39446,11.041,38775,10.853,1793742,462072,1331670,4.136,16.054000000000002,1481192,430233,1050959,3.851,13.257,312550,2.797,26.513,27940,28292,229292
1978,61,29461,31402,1242160,1167944,4305,13.986,3062,9.948,269512,33072,236440,2.832,23.076,123397,57896,65501,4.957,10.565,146115,12.51,21.131,2252,2285,(S)
1979,61,29708,31668,1298235,1248932,4019,12.899,2998,9.622,197332,27220,170112,2.1790000000000003,15.8,97675,(S),76165,(S),7.8210000000000015,99657,7.979,15.640999999999998,2221,2259,14156
1980,61,28120,30118,1272876,1295320,3382,11.0,4637,15.082,142377,18045,124332,1.393,10.992,187798,(S),91767,(S),14.498,-45421,-3.507,21.983,2651,2671,15398
1981,61,28389,30443,1339312,1310130,3352,11.084,2952,9.761,154120,25139,128981,1.919,11.764,95425,19460,75965,1.485,7.284,58695,4.48,14.567,2095,2122,10735
1982,61,30350,32771,1444391,1387130,5731,18.256,2973,9.471,220335,104947,115388,7.566,15.884,104415,17098,87317,1.233,7.527,115920,8.357000000000001,15.055,2232,2246,10269
1983,61,30880,33083,1470336,1440358,4111,12.769,2337,7.258999999999999,153679,30304,123375,2.104,10.67,93890,11888,82002,0.825,6.519,59789,4.151,13.037,1709,1749,7878
1984,61,32217,34521,1497957,1472325,4473,13.329,2548,7.593,157805,27558,130247,1.872,10.718,106802,13339,93463,0.906,7.254,51003,3.464,14.508,1966,1993,10039
1985,61,32538,34946,1518624,1495942,4274,12.432,3142,9.139,175037,27649,147388,1.848,11.701,129148,24229,104919,1.62,8.633,45889,3.068,17.266,2430,2451,10801
1986,61,32921,35617,1568251,1541598,4414,12.657,2926,8.39,175406,29427,145979,1.909,11.378,122074,14987,107087,0.972,7.919,53332,3.46,15.837,2255,2292,10723
1987,61,33434,37000,1611225,1579707,4442,12.225,3111,8.562000000000001,180692,32853,147839,2.08,11.438,116889,20285,96604,1.284,7.399,63803,4.039,14.799,2356,2384,13231
1988,61,35179,39128,1684661,1661342,5019,13.197,2826,7.431,179879,34884,144995,2.1,10.827,133308,17117,116191,1.03,8.024,46571,2.803,16.048,2106,2141,12391
1989,61,36584,40768,1746048,1704219,5118,12.9,2929,7.382999999999999,199686,42938,156748,2.52,11.717,115871,17565,98306,1.031,6.799,83815,4.918,13.598,2181,2238,12740
1990,61,38230,42602,1818846,1772545,5481,13.265,2918,7.062,209157,54704,154453,3.0860000000000003,11.8,116447,18121,98326,1.022,6.569,92710,5.23,13.139,2170,2211,12192
1991,61,40764,45354,1879417,1850386,5463,12.33,3370,7.606,193806,43639,150167,2.358,10.474,136936,24995,111941,1.351,7.4,56870,3.073,14.800999999999998,2408,2476,17868
1992,61,41138,46458,1941365,1903126,5505,12.162,3118,6.888,198081,35465,162616,1.864,10.408,121142,17292,103850,0.909,6.365,76939,4.043,12.731,2208,2256,12429
1993,61,42823,48105,2010877,1966881,5773,12.315,3320,7.082000000000002,219292,50813,168479,2.583,11.149,130910,19789,111121,1.006,6.6560000000000015,88382,4.494,13.311,2359,2416,13699
1994,61,44987,50358,2071896,2039276,6409,13.089,3619,7.391,198149,37247,160902,1.826,9.717,133232,19067,114165,0.935,6.533,64917,3.1830000000000003,13.067,2650,2783,13476
1995,61,47067,52715,2129382,2094692,6598,12.873,3680,7.18,200025,42162,157863,2.013,9.549,130846,19249,111597,0.919,6.247000000000001,69179,3.303,12.493,2768,2860,14754
1996,61,48793,54610,2105680,2083597,6830,12.82,4166,7.819,185975,42719,143256,2.05,8.926,141896,21892,120004,1.051,6.81,44079,2.116,13.62,3236,3288,15928
1997,61,50205,56352,2198837,2151720,6791,12.323,4300,7.803,226834,43965,182869,2.043,10.542,132013,21477,110536,0.998,6.135,94821,4.407,12.27,3243,3278,15591
1998,61,51774,57986,2333986,2284261,6546,11.515,4272,7.515,244443,50388,194055,2.206,10.701,144706,24068,120638,1.054,6.335,99737,4.3660000000000005,12.67,3114,3146,14153
1999,61,52938,59467,2425859,2376559,6659,11.423,4315,7.402,241390,54679,186711,2.301,10.157,144180,22201,121979,0.934,6.067,97210,4.09,12.134,3161,3222,15011
2000,61,54395,61425,2542910,2484500,6779,11.259,4350,7.225,263161,58855,204306,2.369,10.592,146107,20207,125900,0.813,5.881,117054,4.711,11.761,3131,3195,14547
2001,61,54325,61474,2468712,2424080,6912,11.48,4385,7.282999999999999,241482,51552,189930,2.127,9.962,151199,24870,126329,1.026,6.237,90283,3.724,12.475,3152,3200,16682
2002,61,58509,65995,2717010,2661103,7866,12.192,4910,7.61,316786,80959,235827,3.042,11.904000000000002,205079,33105,171974,1.244,7.707000000000002,111707,4.198,15.413,3192,3313,20209
2003,61,60496,67874,2782966,2736610,7911,11.923,4868,7.3370000000000015,298141,54200,243941,1.981,10.895,206207,28997,177210,1.06,7.535,91934,3.359,15.07,3367,3453,19199
2004,61,62758,70265,2882857,2816723,7921,11.524,4858,7.068,293165,63382,229783,2.25,10.408,160615,24539,136076,0.871,5.702000000000001,132550,4.706,11.404000000000002,3466,3519,17281
2005,61,63584,71745,2890720,2866008,8827,12.605,5392,7.7,295729,96872,198857,3.38,10.319,248251,26302,221949,0.918,8.662,47478,1.6569999999999998,17.324,3789,3828,17764
2006,61,65731,74876,2979804,2922457,9906,13.59,5940,8.149,316538,88198,228340,3.018,10.831,201543,29367,172176,1.005,6.896,114995,3.935,13.793,4483,4547,20957
2007,61,68312,77868,3043161,3003465,8958,11.755,5636,7.396,285540,70071,215469,2.333,9.507,207312,31590,175722,1.052,6.902,78228,2.605,13.805,3967,4001,18254
2008,61,69508,79328,3123887,3071990,8547,10.948,6029,7.723,284679,57244,227435,1.863,9.267,181025,31794,149231,1.035,5.893,103654,3.374,11.786,4394,4473,22509
2009,61,70374,80397,3188018,3143366,8230,10.354,6403,8.056000000000001,280569,55308,225261,1.76,8.926,192075,37724,154351,1.2,6.11,88494,2.815,12.220999999999998,4592,4637,26829
2010,61,70954,81621,3265118,3217936,8770,10.904000000000002,6381,7.934,293356,72271,221085,2.246,9.116,198973,31571,167402,0.981,6.183,94383,2.9330000000000003,12.366,4389,4428,20497
2011,61,72369,83224,3384123,3315314,9001,10.997,6249,7.635,341301,81225,260076,2.45,10.295,203611,29461,174150,0.889,6.142,137690,4.1530000000000005,12.283,4366,4415,18487
2012,61,74688,85831,3458828,3407790,9224,10.966,5786,6.879,312690,64129,248561,1.882,9.176,209372,31095,178277,0.912,6.144,103318,3.032,12.288,3980,4021,18338
2013,61,76893,88332,3506685,3478622,9289,10.704,6194,7.1370000000000005,288174,64528,223646,1.855,8.283999999999999,231234,38293,192941,1.101,6.647,56940,1.6369999999999998,13.295,4267,4355,25327
2014,61,78105,89688,3560342,3518828,8931,10.111,6211,7.032,315165,85198,229967,2.421,8.957,229964,32988,196976,0.937,6.535,85201,2.421,13.07,4423,4478,21236
2015,61,79985,91936,3637574,3584398,9794,10.861,6273,6.956,303480,62575,240905,1.746,8.467,198217,28701,169516,0.8009999999999999,5.53,105263,2.937,11.06,4635,4806,20910
2016,61,81747,93595,3661847,3626332,9719,10.568,6455,7.019,299341,65730,233611,1.813,8.255,227326,40299,187027,1.111,6.269,72015,1.986,12.538,4759,4873,25748
2017,61,83237,94774,3705599,3671445,9635,10.309,7011,7.501,303817,62559,241258,1.704,8.275,234112,37857,196255,1.031,6.377000000000002,69705,1.899,12.753,5148,5406,27381
2018,61,84730,96129,3734942,3704990,9127,9.618,6660,7.018,284844,58777,226067,1.586,7.688,224020,32707,191313,0.883,6.046,60824,1.642,12.093,5484,5565,26992
1978,62,313542,339943,5529897,5266650,41236,12.493,21518,6.519,1008695,308855,699840,5.864,19.152,480496,202149,278347,3.838,9.123,528199,10.029,18.247,14736,14945,104548
1979,62,329524,357992,5862138,5692404,38943,11.151,21435,6.138,854407,274016,580391,4.814,15.01,515512,195038,320474,3.426,9.056,338895,5.9529999999999985,18.112,15319,15507,112280
1980,62,338280,368534,6016377,5959346,39029,10.747,28285,7.789,767220,272339,494881,4.57,12.874,648520,267428,381092,4.488,10.882,118700,1.992,21.765,18460,18696,131649
1981,62,354322,387000,6398992,6213278,41468,10.974,23246,6.152,902180,335556,566624,5.401,14.52,527861,188430,339431,3.033,8.496,374319,6.025,16.991,15356,15547,102455
1982,62,373917,409271,6784796,6605838,50244,12.594,29586,7.416,1028190,447778,580412,6.779,15.565,671137,221458,449679,3.352,10.16,357053,5.405,20.32,21530,22096,142633
1983,62,391385,430208,7377657,7058305,45823,10.921,24569,5.856,1284753,714492,570261,10.123,18.202,639191,169277,469914,2.398,9.056,645562,9.146,18.112,17371,17724,105471
1984,62,404821,445753,7701729,7557475,43897,10.024,28255,6.452000000000001,1064023,491390,572633,6.502000000000002,14.079,778260,192226,586034,2.544,10.298,285763,3.781,20.596,20933,21271,129597
1985,62,413674,456320,8047862,7817762,45303,10.049,34310,7.6110000000000015,1362444,649153,713291,8.304,17.428,905775,272886,632889,3.491,11.586,456669,5.841,23.172,26351,26775,175856
1986,62,423477,471495,8531807,8336684,49216,10.61,33961,7.3210000000000015,1246204,511799,734405,6.1389999999999985,14.948,854218,226444,627774,2.716,10.246,391986,4.702,20.493,25281,25630,153044
1987,62,430547,483201,9234015,9325582,49135,10.286,38066,7.9689999999999985,1787453,924497,862956,9.914,19.167,(S),294613,(S),3.159,(S),(S),-1.96,(S),27865,28211,189165
1988,62,438511,496924,9454241,9305891,49938,10.19,36231,7.393,1355323,511365,843958,5.495,14.564,1061736,394930,666806,4.244,11.409,293587,3.155,22.819000000000006,26224,26734,236236
1989,62,446635,509708,9889150,9658995,49402,9.816,36497,7.252000000000002,1333883,453632,880251,4.6960000000000015,13.81,871211,337976,533235,3.499,9.02,462672,4.79,18.039,27291,27954,207856
1990,62,455726,523503,10410304,10173855,48838,9.452,35256,6.823,1304941,409425,895516,4.024,12.826,831953,300393,531560,2.9530000000000003,8.177,472988,4.649,16.355,26813,27389,179810
1991,62,459490,533923,10714827,10560164,48837,9.24,38065,7.202000000000001,1301497,429494,872003,4.067,12.325,990070,370381,619689,3.507,9.376,311427,2.949,18.751,28730,29306,245454
1992,62,467036,547092,11363074,11061193,49019,9.069,35880,6.638,1654480,571479,1083001,5.167000000000002,14.958,1050625,318858,731767,2.883,9.498,603855,5.459,18.997,25167,25679,196935
1993,62,474409,557941,11722443,11542578,48488,8.777000000000001,37515,6.791,1499609,455421,1044188,3.946,12.992,1146962,417180,729782,3.614,9.937,352647,3.055,19.874,26546,27223,187451
1994,62,478398,569178,12043747,11889438,49906,8.847000000000003,39801,7.055,1403680,486504,917176,4.092,11.806,1092389,372873,719516,3.136,9.188,311291,2.6180000000000003,18.376,29278,30230,224016
1995,62,481412,578793,12349196,12183195,51650,8.999,41910,7.302,1504572,530049,974523,4.351,12.35,1173032,414622,758410,3.403,9.628,331540,2.721,19.257,31162,32198,255665
1996,62,479977,583441,12394803,12314073,52086,8.976,45723,7.88,1483223,540452,942771,4.3889999999999985,12.045,1318297,458430,859867,3.723,10.706,164926,1.339,21.411,33057,34249,270901
1997,62,481687,596254,12838471,12687635,60726,10.272,50528,8.547,1943093,729911,1213182,5.752999999999999,15.315,1639890,588123,1051767,4.635,12.925,303203,2.39,25.85,34547,35776,332364
1998,62,487007,605598,13603739,13465823,53490,8.878,47270,7.846,1744763,572534,1172229,4.252,12.957,1466225,505986,960239,3.758,10.888,278538,2.068,21.777,31637,32795,258869
1999,62,486439,607514,13661747,13647470,53123,8.759,51039,8.416,1668124,558558,1109566,4.093,12.223,1642602,665032,977570,4.873,12.036,25522,0.187,24.072,33071,34677,296243
2000,62,489757,614005,13997388,13840525,54606,8.937000000000003,48629,7.959,1751525,600185,1151340,4.336,12.655,1441642,548227,893415,3.961,10.416,309883,2.239,20.832,30235,31735,252826
2001,62,494303,623772,14307012,14131219,57997,9.388,45961,7.44,1712882,551887,1160995,3.905,12.121,1362612,487760,874852,3.452,9.643,350270,2.479,19.285,28677,29893,229336
